time,latitude,longitude,depth,mag,place
2021-11-17T21:38:54.042Z,-26.3074,-63.3253,576.18,5.5,"56 km WNW of Campo Gallo, Argentina"
2021-11-17T22:54:18.141Z,-6.6424,155.2169,56.31,4.2,"46 km SW of Panguna, Papua New Guinea"
2021-11-17T23:32:18.471Z,-23.8948,-69.4135,88.46,4.1,"103 km ESE of Antofagasta, Chile"
2021-11-17T23:40:05.340Z,-10.2875,161.4639,82.77,4.4,"53 km WNW of Kirakira, Solomon Islands"
2021-11-17T23:46:49.441Z,-10.6512,165.216,35.0,5.0,Santa Cruz Islands
2021-11-18T01:09:40.958Z,-31.2685,-69.0364,106.72,4.5,"37 km ENE of Calingasta, Argentina"
2021-11-18T01:53:23.826Z,-28.2989,-176.4617,10.0,4.7,Kermadec Islands region
2021-11-18T02:17:27.791Z,-58.9693,-25.2495,35.0,4.7,South Sandwich Islands region
2021-11-18T04:26:07.262Z,-34.9774,-71.0514,90.45,4.2,"15 km SE of Teno, Chile"
2021-11-18T05:48:58.300Z,-7.3783,128.4189,160.3,4.9,"201 km NE of Lospalos, Timor Leste"
2021-11-18T07:18:39.735Z,-20.8109,169.903,112.84,4.9,"154 km SSE of Isangel, Vanuatu"
2021-11-18T08:58:52.535Z,-57.1415,-25.1584,35.0,4.5,South Sandwich Islands region
2021-11-18T09:35:17.917Z,-17.9259,-178.4435,555.37,4.3,"237 km E of Levuka, Fiji"
2021-11-18T09:58:14.592Z,-58.9236,-25.6266,10.0,4.7,South Sandwich Islands region
2021-11-18T10:30:04.834Z,-23.1197,-66.5884,200.84,4.5,"93 km W of El Aguilar, Argentina"
2021-11-18T11:15:06.285Z,-29.1042,-177.3698,81.05,4.6,"Kermadec Islands, New Zealand"
2021-11-18T14:08:04.800Z,-5.3122,153.7074,34.0,6.2,"192 km SE of Kokopo, Papua New Guinea"
2021-11-18T14:10:05.198Z,-20.9219,-68.7756,115.26,4.6,"163 km ESE of Iquique, Chile"
2021-11-18T15:29:29.500Z,-61.8803,166.7,10.0,4.5,Balleny Islands region
2021-11-18T15:40:15.277Z,-4.722,153.2922,61.98,5.4,"121 km ESE of Kokopo, Papua New Guinea"
2021-11-18T15:40:43.177Z,-18.234,-178.2579,485.81,4.7,"257 km E of Levuka, Fiji"
2021-11-18T15:42:48.927Z,-22.6401,-174.4756,10.0,5.2,"152 km SSE of ‘Ohonua, Tonga"
2021-11-18T18:27:02.076Z,-7.541,124.4565,414.39,4.4,"144 km NW of Maubara, Timor Leste"
2021-11-18T18:50:27.623Z,-10.9476,123.6777,10.0,4.6,"86 km S of Kupang, Indonesia"
2021-11-18T19:29:59.114Z,-59.7073,-26.6216,35.0,4.6,South Sandwich Islands region
2021-11-18T20:59:43.531Z,-19.7614,-177.8408,480.0,4.4,Fiji region
2021-11-18T21:33:44.346Z,-24.2979,-176.2713,32.88,4.1,south of the Fiji Islands
2021-11-18T21:56:43.313Z,-55.6491,-28.487,30.5,4.6,South Sandwich Islands region
2021-11-18T22:18:19.458Z,-7.218,124.7734,558.15,4.1,"161 km NNW of Maubara, Timor Leste"
2021-11-19T01:19:29.970Z,-24.7032,-68.84,98.32,4.3,"183 km ENE of Taltal, Chile"
2021-11-19T02:52:57.380Z,-18.1375,-176.3625,10.0,4.9,"257 km WNW of Neiafu, Tonga"
2021-11-19T03:04:29.398Z,-58.2567,-25.5805,69.86,4.6,
2021-11-19T06:01:56.716Z,-6.7936,129.5598,161.99,4.2,Banda Sea
2021-11-19T07:19:12.820Z,-33.6487,-67.6362,204.28,4.0,"99 km SE of San Martín, Argentina"
2021-11-19T08:07:45.232Z,-29.3136,-176.7149,10.0,4.7,Kermadec Islands region
2021-11-19T08:14:16.803Z,-8.0961,122.622,214.86,4.5,"73 km NE of Maumere, Indonesia"
2021-11-19T08:55:56.409Z,-29.6944,-176.6274,10.0,4.4,Kermadec Islands region
2021-11-19T13:38:42.319Z,-24.0573,-66.7568,205.76,4.5,"47 km WNW of San Antonio de los Cobres, Argentina"
2021-11-19T15:14:04.938Z,-22.8534,171.9945,10.0,4.6,southeast of the Loyalty Islands
2021-11-19T15:23:17.804Z,-5.3607,146.9055,223.64,4.4,"124 km E of Madang, Papua New Guinea"
2021-11-19T19:32:55.857Z,-20.489,169.8231,129.0,5.6,"119 km SSE of Isangel, Vanuatu"
2021-11-19T19:37:53.891Z,-7.0501,155.9165,178.46,4.5,"94 km SSE of Panguna, Papua New Guinea"
2021-11-19T20:45:29.144Z,-17.2217,-179.4582,539.57,4.3,"152 km SE of Labasa, Fiji"
2021-11-19T22:15:50.882Z,-58.024,-25.6629,34.66,4.7,South Sandwich Islands region
2021-11-19T22:26:27.652Z,-6.2833,-107.5573,10.0,4.4,central East Pacific Rise
2021-11-19T23:54:54.473Z,-5.0099,152.7026,35.0,4.7,"88 km SSE of Kokopo, Papua New Guinea"
2021-11-20T01:30:47.721Z,-15.586,-172.4165,10.0,4.3,"153 km ENE of Hihifo, Tonga"
2021-11-20T02:12:57.935Z,-19.9053,133.9169,10.0,4.3,"40 km SW of Tennant Creek, Australia"
2021-11-20T02:13:36.892Z,-6.3206,-107.1247,10.0,4.6,central East Pacific Rise
2021-11-20T06:27:22.082Z,-23.7519,-179.432,500.07,4.1,south of the Fiji Islands
2021-11-20T07:04:23.886Z,-28.3198,-176.4853,10.0,4.6,Kermadec Islands region
2021-11-20T07:57:13.178Z,-20.8768,-173.4652,10.0,4.4,"149 km SE of Pangai, Tonga"
2021-11-20T08:21:06.824Z,-61.0759,-37.547,10.0,4.9,Scotia Sea
2021-11-20T09:03:20.870Z,-5.4596,147.3906,230.2,4.2,"131 km NNW of Finschhafen, Papua New Guinea"
2021-11-20T09:42:01.174Z,-19.6277,-177.7409,563.35,4.1,Fiji region
2021-11-20T10:11:42.656Z,-25.7326,-176.8033,98.75,4.6,south of the Fiji Islands
2021-11-20T10:57:52.841Z,-15.59,167.6088,123.0,5.6,"48 km E of Luganville, Vanuatu"
2021-11-20T12:02:06.754Z,-21.8308,-178.8417,460.99,4.0,Fiji region
2021-11-20T13:10:50.509Z,-6.3673,-107.869,10.0,4.6,central East Pacific Rise
2021-11-20T13:40:22.949Z,-22.9274,171.962,10.0,5.3,southeast of the Loyalty Islands
2021-11-20T18:04:39.964Z,-32.1371,-178.2611,10.0,5.1,south of the Kermadec Islands
2021-11-20T22:06:41.068Z,-1.9136,-80.0795,69.63,4.7,"3 km S of Lomas de Sargentillo, Ecuador"
2021-11-20T23:49:42.368Z,-9.0333,106.0467,10.0,4.3,"232 km SSW of Pelabuhanratu, Indonesia"
2021-11-21T00:58:11.598Z,-32.103,-178.0665,10.0,4.1,south of the Kermadec Islands
2021-11-21T05:12:29.013Z,-29.3368,-176.8479,16.0,5.8,Kermadec Islands region
2021-11-21T05:26:13.334Z,-6.1926,130.4952,149.27,4.1,"257 km WSW of Tual, Indonesia"
2021-11-21T05:45:13.760Z,-7.8742,123.2497,249.45,4.3,Banda Sea
2021-11-21T06:52:35.037Z,-29.2698,-176.6405,10.0,4.2,Kermadec Islands region
2021-11-21T08:09:09.955Z,-10.5542,-74.9887,113.95,4.6,"36 km ENE of Villa Rica, Peru"
2021-11-21T10:46:06.328Z,-21.205,-68.9033,117.48,4.0,"138 km N of Calama, Chile"
2021-11-21T10:57:24.922Z,-6.9787,-76.0132,119.05,4.5,"35 km E of Picota, Peru"
2021-11-21T11:36:47.511Z,-59.5197,-26.3222,51.42,4.9,South Sandwich Islands region
2021-11-21T11:50:57.907Z,-23.9048,-70.7464,30.23,4.7,"45 km SW of Antofagasta, Chile"
2021-11-21T14:25:38.562Z,-15.2687,-173.4307,35.0,4.3,"85 km NNE of Hihifo, Tonga"
2021-11-21T18:20:53.742Z,-3.4199,101.4466,65.14,4.5,"100 km WNW of Bengkulu, Indonesia"
2021-11-21T18:22:44.084Z,-3.7784,140.5658,48.92,4.4,"130 km S of Abepura, Indonesia"
2021-11-21T18:31:26.354Z,-22.9051,-112.1243,10.0,4.6,Easter Island region
2021-11-21T22:11:44.748Z,-16.8844,175.3521,10.0,4.9,"237 km WNW of Lautoka, Fiji"
2021-11-21T22:22:16.410Z,-16.9424,-72.0758,62.88,4.6,"6 km NNE of Islay (Matarani), Peru"
2021-11-21T22:26:14.031Z,-6.3622,152.3051,10.0,4.3,"223 km S of Kokopo, Papua New Guinea"
2021-11-21T23:52:25.422Z,-22.7976,171.963,10.0,4.5,southeast of the Loyalty Islands
2021-11-22T00:23:41.561Z,-8.0672,104.3692,10.0,4.5,"246 km SW of Labuan, Indonesia"
2021-11-22T00:41:22.021Z,-23.5586,-175.0802,10.0,4.8,"246 km S of ‘Ohonua, Tonga"
2021-11-22T00:50:05.146Z,-18.0787,-172.1475,10.0,4.5,"204 km ENE of Neiafu, Tonga"
2021-11-22T00:59:34.036Z,-16.4527,-174.8318,204.32,4.2,"123 km WSW of Hihifo, Tonga"
2021-11-22T01:22:52.350Z,-57.9361,-25.6751,48.92,5.3,South Sandwich Islands region
2021-11-22T01:53:54.387Z,-30.1491,-177.4542,21.49,4.6,"Kermadec Islands, New Zealand"
2021-11-22T02:01:16.437Z,-7.169,129.0524,145.72,4.3,"271 km ENE of Lospalos, Timor Leste"
2021-11-22T02:45:19.095Z,-17.9196,-178.5719,540.83,4.6,Fiji region
2021-11-22T04:22:29.293Z,-16.6642,175.2724,10.0,4.5,"254 km WNW of Lautoka, Fiji"
2021-11-22T07:47:01.241Z,-29.4155,-176.9409,16.49,4.5,Kermadec Islands region
2021-11-22T10:06:55.248Z,-17.7966,-172.8174,10.0,4.4,"155 km NE of Neiafu, Tonga"
2021-11-22T10:30:59.299Z,-8.8506,67.5298,10.0,4.5,Mid-Indian Ridge
2021-11-22T11:07:20.443Z,-21.0771,-68.5434,132.28,4.2,"157 km NNE of Calama, Chile"
2021-11-22T12:33:04.765Z,-0.1089,124.3522,73.9,4.2,"160 km ESE of Gorontalo, Indonesia"
2021-11-22T13:37:11.522Z,-23.2103,-69.119,87.03,4.2,"85 km SSW of Calama, Chile"
2021-11-22T14:39:21.192Z,-21.9092,-179.5093,602.87,4.3,Fiji region
2021-11-22T15:13:37.635Z,-3.2245,-80.5572,47.18,4.4,"39 km NNW of Tumbes, Peru"
2021-11-22T15:44:13.252Z,-14.9616,-177.6298,369.48,4.5,"88 km SE of Alo, Wallis and Futuna"
2021-11-22T15:48:11.152Z,-2.7467,126.6398,10.0,4.5,"201 km WNW of Ambon, Indonesia"
2021-11-22T15:58:22.637Z,-29.9358,-68.7747,10.0,4.4,"33 km N of San José de Jáchal, Argentina"
2021-11-22T17:10:33.024Z,-18.1365,-178.2869,560.01,4.8,"253 km E of Levuka, Fiji"
2021-11-22T19:03:40.982Z,-18.1171,-178.1113,563.2,4.3,"272 km E of Levuka, Fiji"
2021-11-22T19:49:11.670Z,-6.5046,129.7454,149.2,4.1,Banda Sea
2021-11-22T20:59:20.986Z,-32.7077,-177.4135,10.0,4.7,south of the Kermadec Islands
2021-11-22T21:36:02.367Z,-5.7691,152.0832,10.0,5.0,"159 km S of Kokopo, Papua New Guinea"
2021-11-23T00:10:35.201Z,-30.9249,179.6405,434.83,4.5,Kermadec Islands region
2021-11-23T01:13:14.920Z,-7.3004,128.6327,138.13,4.2,"225 km NE of Lospalos, Timor Leste"
2021-11-23T03:21:23.097Z,-9.8809,160.4813,10.0,4.5,"76 km SE of Honiara, Solomon Islands"
2021-11-23T03:49:28.909Z,-21.4013,-68.8452,119.16,4.2,"117 km N of Calama, Chile"
2021-11-23T08:17:46.359Z,-24.2186,179.9069,515.91,4.5,south of the Fiji Islands
2021-11-23T11:54:13.943Z,-16.331,178.1296,10.0,4.8,"132 km W of Labasa, Fiji"
2021-11-23T15:44:05.173Z,-56.3886,-25.0964,10.0,4.4,South Sandwich Islands region
2021-11-23T16:03:23.669Z,-0.1754,-78.356,4.52,4.9,"3 km NW of Oyambarillo, Ecuador"
2021-11-23T17:21:38.326Z,-15.435,-173.7143,10.0,4.8,"58 km N of Hihifo, Tonga"
2021-11-23T17:47:54.819Z,-21.0165,-177.8926,475.36,4.4,"278 km W of Haveluloto, Tonga"
2021-11-23T18:42:13.562Z,-49.1668,126.1845,10.0,4.5,western Indian-Antarctic Ridge
2021-11-23T19:56:34.176Z,-49.1621,120.9976,10.0,4.4,western Indian-Antarctic Ridge
2021-11-23T19:59:41.935Z,-0.0837,123.9148,101.07,4.6,"117 km SE of Gorontalo, Indonesia"
2021-11-23T20:48:28.400Z,-34.0022,55.7965,10.0,5.3,Southwest Indian Ridge
2021-11-23T21:43:06.620Z,-55.6773,-25.8668,10.0,4.4,South Sandwich Islands region
2021-11-23T22:43:40.782Z,-59.4595,-25.7068,35.0,4.6,South Sandwich Islands region
2021-11-23T23:26:17.252Z,-29.3899,-176.9575,27.51,4.4,Kermadec Islands region
2021-11-23T23:48:24.722Z,-6.2165,154.0505,10.0,4.6,"159 km W of Panguna, Papua New Guinea"
2021-11-24T00:35:10.857Z,-6.3478,153.9581,10.0,4.2,"168 km W of Panguna, Papua New Guinea"
2021-11-24T03:50:44.652Z,-17.8222,-178.4702,576.9,4.2,"236 km E of Levuka, Fiji"
2021-11-24T04:17:52.717Z,-16.8108,175.2846,10.0,5.3,"247 km WNW of Lautoka, Fiji"
2021-11-24T04:29:01.902Z,-16.6913,175.1765,10.0,5.4,"262 km WNW of Lautoka, Fiji"
2021-11-24T05:53:48.053Z,-16.9602,175.2221,10.0,5.6,"247 km WNW of Lautoka, Fiji"
2021-11-24T08:57:38.848Z,-10.7483,161.8601,44.0,4.2,"33 km SSW of Kirakira, Solomon Islands"
2021-11-24T09:51:28.564Z,-8.1295,119.7186,183.57,4.2,"44 km NNW of Labuan Bajo, Indonesia"
2021-11-24T11:36:56.081Z,-56.4603,-24.7996,10.0,4.4,South Sandwich Islands region
2021-11-24T14:04:42.345Z,-29.6539,-176.6245,10.0,4.9,Kermadec Islands region
2021-11-24T14:12:18.854Z,-60.4385,-27.006,10.0,4.7,South Sandwich Islands region
2021-11-24T14:38:34.635Z,-22.7419,172.2119,10.0,4.8,southeast of the Loyalty Islands
2021-11-24T17:51:20.063Z,-20.8074,-178.4168,542.03,4.3,Fiji region
2021-11-24T18:18:22.542Z,-21.2562,-67.5111,173.56,4.3,"113 km SW of Uyuni, Bolivia"
2021-11-24T18:20:05.576Z,-36.1541,53.594,10.0,4.7,
2021-11-24T19:46:49.373Z,-22.4852,-68.537,111.93,4.5,"39 km E of Calama, Chile"
2021-11-24T21:45:53.650Z,-5.2019,102.5999,41.44,4.2,"148 km SSW of Pagar Alam, Indonesia"
2021-11-24T21:53:37.713Z,-31.9409,-71.5512,44.05,4.4,"49 km SW of Illapel, Chile"
2021-11-24T21:55:53.237Z,-6.3286,153.9059,10.0,4.4,"174 km W of Panguna, Papua New Guinea"
2021-11-24T22:03:08.751Z,-36.4867,-73.755,11.91,4.3,"62 km WNW of Talcahuano, Chile"
2021-11-24T23:12:13.141Z,-10.5962,166.1287,135.74,4.9,"38 km ENE of Lata, Solomon Islands"
2021-11-24T23:14:32.302Z,-20.5693,-69.0742,95.1,4.6,"119 km ESE of Iquique, Chile"
2021-11-24T23:26:55.564Z,-28.6033,-178.7741,275.17,4.3,Kermadec Islands region
2021-11-25T00:09:39.874Z,-7.442,128.4953,164.29,4.3,"203 km NE of Lospalos, Timor Leste"
2021-11-25T02:54:58.183Z,-12.0607,-75.3962,89.17,4.1,"4 km SSW of Chambara, Peru"
2021-11-25T03:18:30.863Z,-32.72,-70.1864,112.84,4.0,"40 km ENE of Los Andes, Chile"
2021-11-25T03:24:27.169Z,-57.9554,-25.7012,55.64,5.0,South Sandwich Islands region
2021-11-25T05:35:48.029Z,-7.1677,129.1783,104.2,4.0,"283 km ENE of Lospalos, Timor Leste"
2021-11-25T06:55:13.844Z,-6.2921,128.4462,344.86,4.2,"288 km S of Ambon, Indonesia"
2021-11-25T07:20:17.072Z,-7.8832,127.7891,81.32,4.1,"112 km NE of Lospalos, Timor Leste"
2021-11-25T09:45:35.907Z,-58.7084,-25.2479,35.0,4.4,South Sandwich Islands region
2021-11-25T12:04:05.721Z,-10.7451,166.5074,10.0,6.1,"77 km E of Lata, Solomon Islands"
2021-11-25T12:11:12.207Z,-10.7962,166.4549,10.0,4.6,"72 km E of Lata, Solomon Islands"
2021-11-25T12:29:45.922Z,-11.0296,166.6332,10.0,4.5,"97 km ESE of Lata, Solomon Islands"
2021-11-25T12:39:40.439Z,-10.8715,166.4942,10.0,4.9,"77 km ESE of Lata, Solomon Islands"
2021-11-25T12:46:27.985Z,-10.7982,166.5294,10.0,4.9,"80 km E of Lata, Solomon Islands"
2021-11-25T12:56:35.636Z,-2.8087,141.4674,10.78,4.5,"near the north coast of New Guinea, Papua New Guinea"
2021-11-25T13:25:21.196Z,-0.5899,-22.5689,10.0,4.5,central Mid-Atlantic Ridge
2021-11-25T13:32:02.813Z,-21.027,-67.6012,199.47,4.0,"102 km SW of Uyuni, Bolivia"
2021-11-25T13:33:12.110Z,-10.7696,166.4361,10.0,4.5,"70 km E of Lata, Solomon Islands"
2021-11-25T13:44:18.594Z,-10.8305,166.5223,13.72,5.0,"80 km E of Lata, Solomon Islands"
2021-11-25T13:55:00.821Z,-10.7874,166.3132,10.0,4.4,"56 km E of Lata, Solomon Islands"
2021-11-25T14:06:52.163Z,-17.9572,-178.3661,602.82,4.4,"245 km E of Levuka, Fiji"
2021-11-25T14:15:18.708Z,-10.3062,166.775,10.0,4.5,"116 km ENE of Lata, Solomon Islands"
2021-11-25T16:18:48.208Z,-10.8035,166.3818,10.0,4.9,"64 km E of Lata, Solomon Islands"
2021-11-25T17:31:46.527Z,-10.6528,166.411,10.0,4.3,Santa Cruz Islands
2021-11-25T19:44:34.584Z,-57.7551,-23.7574,10.0,4.9,South Sandwich Islands region
2021-11-25T20:22:49.156Z,-6.1285,149.1585,65.6,4.5,"43 km WNW of Kandrian, Papua New Guinea"
2021-11-25T21:42:38.873Z,-29.5298,-179.1505,348.06,4.3,Kermadec Islands region
2021-11-25T23:45:05.990Z,-16.6731,-174.5393,190.17,4.0,"112 km SW of Hihifo, Tonga"
2021-11-26T00:24:43.754Z,-7.3611,128.4468,158.91,4.3,"Kepulauan Barat Daya, Indonesia"
2021-11-26T00:41:02.500Z,-3.1708,101.6916,88.82,4.6,"94 km NW of Bengkulu, Indonesia"
2021-11-26T01:33:53.884Z,-18.5897,-177.6803,627.6,4.4,Fiji region
2021-11-26T04:13:21.050Z,-21.457,174.5159,513.0,5.8,Vanuatu region
2021-11-26T07:08:48.408Z,-4.3912,134.0102,10.0,4.4,"195 km NE of Tual, Indonesia"
2021-11-26T07:36:43.092Z,-18.9413,-177.5996,596.19,4.3,Fiji region
2021-11-26T10:47:08.919Z,-23.4914,-179.9005,523.55,4.0,south of the Fiji Islands
2021-11-26T13:51:08.152Z,-8.1645,119.6172,167.64,4.2,"47 km NW of Labuan Bajo, Indonesia"
2021-11-26T14:33:53.655Z,-3.8198,101.3726,40.11,4.2,"99 km W of Bengkulu, Indonesia"
2021-11-26T15:30:38.422Z,-4.463,125.4762,408.81,4.2,Banda Sea
2021-11-26T15:53:36.106Z,-8.1316,104.2656,10.0,4.7,"259 km SW of Labuan, Indonesia"
2021-11-26T17:07:03.455Z,-10.8968,166.2007,10.0,4.2,"48 km ESE of Lata, Solomon Islands"
2021-11-26T17:56:31.824Z,-10.7196,166.4734,10.0,4.2,"73 km E of Lata, Solomon Islands"
2021-11-26T18:33:07.657Z,-15.0126,-173.0635,10.0,5.4,"130 km NE of Hihifo, Tonga"
2021-11-26T18:35:19.968Z,-15.0405,-173.2964,10.0,5.2,"114 km NNE of Hihifo, Tonga"
2021-11-26T19:19:16.590Z,-20.2097,-177.4969,505.42,4.1,"259 km WNW of Haveluloto, Tonga"
2021-11-26T20:22:11.779Z,-6.1918,130.3148,146.5,4.2,"276 km WSW of Tual, Indonesia"
2021-11-26T21:48:34.865Z,-6.645,-75.8614,105.0,5.1,"31 km ESE of Chazuta, Peru"
2021-11-27T00:05:12.853Z,-22.8892,171.3581,10.0,4.7,southeast of the Loyalty Islands
2021-11-27T01:44:02.271Z,-5.6791,151.4965,30.62,5.3,"151 km E of Kimbe, Papua New Guinea"
2021-11-27T01:46:45.860Z,-14.8845,-71.9912,102.42,4.2,"23 km S of Cayarani, Peru"
2021-11-27T02:37:43.477Z,-5.1788,129.8901,19.16,4.1,"230 km SSE of Amahai, Indonesia"
2021-11-27T03:45:51.374Z,-6.3068,154.7947,50.74,5.4,"76 km W of Panguna, Papua New Guinea"
2021-11-27T03:52:03.064Z,-23.265,-175.7576,35.0,4.9,"229 km SSW of ‘Ohonua, Tonga"
2021-11-27T04:06:06.131Z,-22.1747,-68.7834,125.31,4.4,"34 km NNE of Calama, Chile"
2021-11-27T05:25:15.464Z,-24.3298,-67.1812,171.92,4.7,"88 km W of San Antonio de los Cobres, Argentina"
2021-11-27T07:15:41.145Z,-15.1141,-75.7679,34.13,4.3,"70 km WNW of San Juan, Peru"
2021-11-27T07:46:12.676Z,-23.4272,179.642,476.85,4.1,south of the Fiji Islands
2021-11-27T09:01:43.506Z,-11.4842,166.4575,35.0,4.1,"110 km SE of Lata, Solomon Islands"
2021-11-27T10:11:18.849Z,-59.4635,-25.7283,39.17,4.9,South Sandwich Islands region
2021-11-27T12:05:00.588Z,-8.0177,129.8914,10.0,4.2,"Kepulauan Babar, Indonesia"
2021-11-27T12:26:20.425Z,-58.5116,-25.2915,26.68,4.5,South Sandwich Islands region
2021-11-27T13:32:52.842Z,-59.9205,-26.7574,41.87,4.6,South Sandwich Islands region
2021-11-27T17:32:35.962Z,-3.6566,134.918,10.0,4.1,"72 km WSW of Nabire, Indonesia"
2021-11-27T17:56:48.673Z,-21.8842,-179.3067,581.95,4.2,Fiji region
2021-11-27T18:42:48.934Z,-10.6982,165.8056,35.0,4.6,"3 km NNE of Lata, Solomon Islands"
2021-11-27T18:48:06.933Z,-7.0384,155.9608,48.74,5.3,"95 km SSE of Panguna, Papua New Guinea"
2021-11-27T19:28:59.045Z,-38.8144,-73.5576,26.4,4.6,"36 km WSW of Carahue, Chile"
2021-11-27T19:31:57.017Z,-38.831,-73.5269,21.82,4.4,"34 km WSW of Carahue, Chile"
2021-11-27T19:40:22.629Z,-28.0197,-64.4988,10.0,4.5,"34 km SW of Santiago del Estero, Argentina"
2021-11-27T20:36:39.361Z,-9.3142,148.1694,10.0,5.1,"61 km S of Popondetta, Papua New Guinea"
2021-11-27T20:40:05.645Z,-36.3264,-71.2306,131.33,4.1,"57 km SE of Longaví, Chile"
2021-11-27T22:25:15.725Z,-31.0068,-178.2639,39.16,4.6,Kermadec Islands region
2021-11-27T22:44:48.055Z,-27.8293,-71.0976,33.06,4.8,"89 km NNW of Vallenar, Chile"
2021-11-27T23:00:40.430Z,-21.1424,-176.496,206.55,4.5,"133 km W of Haveluloto, Tonga"
2021-11-28T00:37:37.395Z,-38.8467,-73.6698,30.9,4.2,"46 km WSW of Carahue, Chile"
2021-11-28T05:45:40.174Z,-52.3245,101.2213,10.0,4.7,southeast Indian Ridge
2021-11-28T06:32:30.797Z,-12.0155,-77.4324,61.65,5.1,"34 km W of Callao, Peru"
2021-11-28T07:16:55.650Z,-20.4397,-178.2573,569.52,4.1,Fiji region
2021-11-28T08:43:47.044Z,-16.9152,-69.2523,200.09,4.1,"44 km SSW of Desaguadero, Peru"
2021-11-28T09:06:10.855Z,-18.4992,-178.2334,492.76,4.2,"263 km E of Levuka, Fiji"
2021-11-28T09:37:17.485Z,-32.3764,-71.9183,21.1,4.0,"65 km W of La Ligua, Chile"
2021-11-28T10:52:14.579Z,-4.4667,-76.8126,126.0,7.5,"43 km NNW of Barranca, Peru"
2021-11-28T13:51:16.088Z,-6.7714,125.4315,537.93,4.9,"197 km N of Metinaro, Timor Leste"
2021-11-28T14:55:45.286Z,-20.9932,-174.2489,10.0,4.9,"81 km ENE of ‘Ohonua, Tonga"
2021-11-28T15:59:26.929Z,-13.6911,167.135,105.74,4.1,"49 km WNW of Sola, Vanuatu"
2021-11-28T16:23:28.464Z,-10.5368,161.6789,53.28,4.4,"27 km WSW of Kirakira, Solomon Islands"
2021-11-28T17:27:30.985Z,-2.6072,140.4484,37.08,4.5,"20 km W of Abepura, Indonesia"
2021-11-28T20:30:00.053Z,-10.4663,161.0557,30.22,4.7,Solomon Islands
2021-11-28T20:53:00.986Z,-6.5663,104.3785,41.33,4.5,"159 km SW of Bandar Lampung, Indonesia"
2021-11-28T20:59:18.606Z,-30.8979,-177.978,35.0,4.4,"Kermadec Islands, New Zealand"
2021-11-28T21:18:51.733Z,-58.6287,-25.1908,35.0,4.6,South Sandwich Islands region
2021-11-28T22:19:09.388Z,-3.3554,152.0853,10.0,4.5,"93 km N of Rabaul, Papua New Guinea"
2021-11-28T23:34:02.907Z,-3.8564,134.3792,10.0,4.5,"136 km WSW of Nabire, Indonesia"
2021-11-29T01:15:33.802Z,-10.317,161.015,10.0,4.4,"100 km W of Kirakira, Solomon Islands"
2021-11-29T03:17:25.609Z,-6.8507,127.2082,388.47,4.3,"186 km N of Lospalos, Timor Leste"
2021-11-29T06:32:26.075Z,-24.1481,179.8141,537.71,4.5,south of the Fiji Islands
2021-11-29T08:59:42.748Z,-58.5878,-23.5584,10.0,5.1,South Sandwich Islands region
2021-11-29T09:07:44.020Z,-2.1893,104.2108,10.0,4.4,"92 km SE of Jambi City, Indonesia"
2021-11-29T10:20:51.681Z,-59.6887,-26.3359,61.75,4.3,South Sandwich Islands region
2021-11-29T14:45:09.934Z,-7.6655,127.7513,154.83,4.4,"125 km NE of Lospalos, Timor Leste"
2021-11-29T15:24:25.907Z,-2.5579,99.5117,10.0,4.5,"201 km SSW of Padang, Indonesia"
2021-11-29T15:25:44.797Z,-1.3075,99.7371,49.99,4.6,"79 km WSW of Padang, Indonesia"
2021-11-29T15:36:37.696Z,-3.5282,151.2321,10.0,4.6,"116 km SSE of Kavieng, Papua New Guinea"
2021-11-29T16:37:26.350Z,-12.4823,166.6761,139.17,4.5,"181 km NNW of Sola, Vanuatu"
2021-11-29T18:23:46.264Z,-33.1514,-179.3344,45.26,5.4,south of the Kermadec Islands
2021-11-29T18:29:49.586Z,-33.2889,-179.0962,29.03,4.6,south of the Kermadec Islands
2021-11-29T20:10:14.867Z,-18.3576,168.7461,79.84,4.6,"82 km SSE of Port-Vila, Vanuatu"
2021-11-29T21:04:12.007Z,-15.9258,-176.3967,362.34,4.3,"256 km SE of Alo, Wallis and Futuna"
2021-11-29T22:59:05.043Z,-3.3957,140.1001,85.54,4.4,"106 km SW of Abepura, Indonesia"
2021-11-29T23:03:16.056Z,-6.7796,104.223,40.37,4.6,"183 km WSW of Labuan, Indonesia"
2021-11-30T00:16:11.922Z,-19.9132,-177.7005,569.98,4.1,"293 km WNW of Haveluloto, Tonga"
2021-11-30T00:50:29.137Z,-29.2154,-176.6958,10.0,4.7,Kermadec Islands region
2021-11-30T01:08:29.171Z,-28.5284,-177.8608,10.0,4.3,
2021-11-30T01:13:19.304Z,-22.4713,-69.482,89.33,4.3,"57 km W of Calama, Chile"
2021-11-30T02:29:42.411Z,-58.8006,-25.317,35.0,4.6,South Sandwich Islands region
2021-11-30T03:12:51.589Z,-17.9081,-178.1836,619.3,4.2,"265 km E of Levuka, Fiji"
2021-11-30T04:35:29.333Z,-3.2941,135.165,32.92,4.3,"38 km W of Nabire, Indonesia"
2021-11-30T04:38:49.783Z,-21.61,169.2609,10.0,5.0,"143 km E of Tadine, New Caledonia"
2021-11-30T05:03:37.524Z,-60.2774,-25.4681,10.0,4.6,South Sandwich Islands region
2021-11-30T10:36:18.077Z,-3.5226,151.1847,10.0,6.3,"113 km SSE of Kavieng, Papua New Guinea"
